ï»¿State,Â Rep District,Senate District,Party,Prefix,First Name,Last Name,Suffix,Office Street Address,Office Street Address 2,City,State,Zip,Title,Photo URL
IL,109,,R,Mr.,Darren,BaileyÂ ,,228-N Stratton Office Building,,Springfield,IL,62706Â ,Representative,https://www.ilga.gov/images/members/%7BE711544D-E0C4-4E1F-AFAB-86718D6DCC55%7D.jpg
IL,110,,R,Mr.,Chris,MillerÂ ,,222-N Stratton Office Building,,Springfield,IL,62706Â ,Representative,https://www.ilga.gov/images/members/%7B2A519012-9070-494B-9FFC-C2646374202E%7D.jpg
IL,111,,D,Ms.,Monica,BristowÂ ,,269-S Stratton Office Building,,Springfield,IL,62706Â ,Representative,https://www.ilga.gov/images/members/%7BCAE8AF79-6982-4105-BC57-3498744574EB%7D.jpg
IL,112,,D,Ms.,Katie,StuartÂ ,,253-S Stratton Office Building,,Springfield,IL,62706Â ,Representative,https://www.ilga.gov/images/members/%7BD6DC8152-9760-4BEA-ACF5-C41785E6F6C4%7D.jpg
IL,113,,D,Mr.,Jay,HoffmanÂ ,,300 Capitol Building,,Springfield,IL,62706Â ,Representative,https://www.ilga.gov/images/members/%7BFCD7EF06-36D9-46A7-8085-4B5A5ED81A80%7D.jpg
IL,114,,D,Ms.,LaToya,GreenwoodÂ ,,254-W Stratton Office Building,,Springfield,IL,62706Â ,Representative,https://www.ilga.gov/images/members/%7B87BFA17C-40F4-48B9-AFF5-5A0F37E8EEAF%7D.jpg
IL,115,,R,Ms.,Terri,BryantÂ ,,207-N Stratton Office Building,,Springfield,IL,62706Â ,Representative,https://www.ilga.gov/images/members/%7B880F9FD4-185B-4339-9AA2-4EF360F55F79%7D.jpg
IL,116,,D,Mr.,Nathan D.,ReitzÂ ,,200-7S Stratton Office Building,,Springfield,IL,62706Â ,Representative,https://www.ilga.gov/images/members/%7B82C32B5B-1A1F-45D1-9F7C-B1BDDBCCCEE9%7D.jpg
IL,117,,R,Mr.,Dave,SeverinÂ ,,223-N Stratton Office Building,,Springfield,IL,62706Â ,Representative,https://www.ilga.gov/images/members/%7BFC792043-4CE1-4796-BA38-E68B39A9847A%7D.jpg
IL,118,,R,Mr.,Patrick,WindhorstÂ ,,214-N Stratton Office Building,,Springfield,IL,62706Â ,Representative,https://www.ilga.gov/images/members/%7B547F9C92-7368-4390-B625-5BB795568D50%7D.jpg
MI,,1,D,Ms., Stephanie,Chang,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S1.jpg
MI,,2,D,Mr., AdamÂ ,Hollier,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S2.jpg
MI,,3,D,Ms., Sylvia,Santana,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S3.jpg
MI,,4,D,Mr., Marshall,Bullock,II,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S4.jpg
MI,,5,D,Ms., Betty Jean,Alexander,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S5.jpg
MI,,6,D,Ms., Erika,Geiss,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S6.jpg
MI,,7,D,Ms., Dayna,Polehanki,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S7.jpg
MI,,8,R,Mr., PeteÂ ,Lucido,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S8.jpg
MI,,9,D,Mr., Paul,Wojno,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S9.jpg
MI,,10,R,Mr., Michael,MacDonald,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S10.jpg
MI,,11,D,Mr., Jeremy,Moss,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S11.jpg
MI,,12,D,Ms., RosemaryÂ ,Bayer,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S12.jpg
MI,,13,D,Ms., Mallory,McMorrow,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S13.jpg
MI,,14,R,Ms., Ruth,Johnson,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S14.jpg
MI,,15,R,Mr., Jim,Runestad,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S15.jpg
MI,,16,R,Mr.,Mike,Shirkey,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S16.jpg
MI,,17,R,Mr., Dale,Zorn,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S17.jpg
MI,,18,D,Mr., JeffÂ ,Irwin,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S18.jpg
MI,,19,R,Dr., John,Bizon,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S19.jpg
MI,,20,D,Mr., Sean,McCann,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S20.jpg
MI,,21,R,Ms., Kim,LaSata,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S21.jpg
MI,,22,R,Ms., Lana,Theis,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S22.jpg
MI,,23,D,Mr., Curtis,Hertel Jr.,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S23.jpg
MI,,24,R,Mr., Tom,Barrett,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S24.jpg
MI,,25,R,Mr., DanÂ ,Lauwers,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S25.jpg
MI,,26,R,Mr., Aric,Nesbitt,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S26.jpg
MI,,27,D,Mr., Jim,Ananich,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S27.jpg
MI,,28,R,Mr., Peter,MacGregor,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S28.jpg
MI,,29,D,Ms., Winnie,Brinks,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S29.jpg
MI,,30,R,Mr., Roger,Victory,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S30.jpg
MI,,31,R,Mr., Kevin,Daley,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S31.jpg
MI,,32,R,Mr., Ken,Horn,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S32.jpg
MI,,33,R,Mr., Rick,Outman,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S33.jpg
MI,,34,R,Mr., Jon,Bumstead,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S34.jpg
MI,,35,R,Mr., Curt,VanderWall,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S35.jpg
MI,,36,R,Mr., Jim,Stamas,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S36.jpg
MI,,37,R,Mr., Wayne A.,Schmidt,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S37.jpg
MI,,38,R,Mr., Ed,McBroom,,Post Office Box 30036,,Lansing,MI,48909-7536,Senator,http://www.legislature.mi.gov/images/Leg2019/S38.jpg
MI,1,,D,Ms.,Tenisha,Yancey,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H1.jpg
MI,2,,D,Mr.,Joseph,Tate,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H2.jpg
MI,3,,D,Mr.,Wendell,Byrd,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H3.jpg
MI,4,,,,Vacant,Vacant,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,
MI,5,,D,Ms.,Cynthia,Johnson,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H5.jpg
MI,6,,D,Mr.,Tyrone,Carter,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H6.jpg
MI,7,,D,Ms.,LaTanya,Garrett,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H7.jpg
MI,8,,D,Ms.,Sherry,Gay-Dagnogo,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H8.jpg
MI,9,,D,Ms.,Karen,Whitsett,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H9.jpg
MI,10,,D,Ms.,Leslie,Love,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H10.jpg
MI,11,,D,Mr.,Jewell,Jones,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H11.jpg
MI,12,,D,Mr.,Alex,Garza,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H12.jpg
MI,13,,D,Mr.,Frank,Liberati,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H13.jpg
MI,14,,D,Ms.,Cara,Clemente,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H14.jpg
MI,15,,D,Mr.,Abdullah,Hammoud,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H15.jpg
MI,16,,D,Mr.,Kevin,Coleman,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H16.jpg
MI,17,,R,Mr.,Joseph,Bellino,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H17.jpg
MI,18,,D,Mr.,Kevin,Hertel,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H18.jpg
MI,19,,D,Ms.,Laurie,Pohutsky,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H19.jpg
MI,20,,D,Mr.,Matt,Koleszar,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H20.jpg
MI,21,,D,Ms.,Kristy,Pagan,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H21.jpg
MI,22,,D,Mr.,John,Chirkun,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H22.jpg
MI,23,,D,Mr.,Darrin,Camilleri,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H23.jpg
MI,24,,R,Mr.,Steve,Marino,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H24.jpg
MI,25,,D,Mr.,Nate,Shannon,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H25.jpg
MI,26,,D,Mr.,Jim,Ellison,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H26.jpg
MI,27,,D,Mr.,Robert,Wittenberg,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H27.jpg
MI,28,,D,Ms.,Lori,Stone,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H28.jpg
MI,29,,D,Ms.,Brenda,Carter,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H29.jpg
MI,30,,R,Ms.,Diana,Farrington,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H30.jpg
MI,31,,D,Mr.,William,Sowerby,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H31.jpg
MI,32,,R,Ms.,Pamela,Hornberger,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H32.jpg
MI,33,,R,Mr.,Jeff,Yaroch,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H33.jpg
MI,34,,D,Ms.,Cynthia,Neeley,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H34B.jpg
MI,35,,D,Ms.,Kyra,Bolden,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H35.jpg
MI,36,,R,Mr.,Douglas,Wozniak,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H36.jpg
MI,37,,D,Ms.,Christine,Greig,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H37.jpg
MI,38,,R,Ms.,Kathy,Crawford,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H38.jpg
MI,39,,R,Mr.,Ryan,Berman,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H39.jpg
MI,40,,D,Ms.,Mari,Manoogian,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H40.jpg
MI,41,,D,Ms.,Padma,Kuppa,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H41.jpg
MI,42,,R,Ms.,Ann,Bollin,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H42.jpg
MI,43,,R,Ms.,Andrea,Schroeder,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H43.jpg
MI,44,,R,Mr.,Matt,Maddock,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H44.jpg
MI,45,,R,Mr.,Michael,Webber,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H45.jpg
MI,46,,R,Mr.,John,Reilly,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H46.jpg
MI,47,,R,Mr.,Hank,Vaupel,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H47.jpg
MI,48,,D,Ms.,Sheryl,Kennedy,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H48.jpg
MI,49,,D,Mr.,John,Cherry,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H49.jpg
MI,50,,D,Mr.,Tim,Sneller,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H50.jpg
MI,51,,R,Mr.,Mike,Mueller,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H51.jpg
MI,52,,D,Ms.,Donna,Lasinski,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H52.jpg
MI,53,,D,Mr.,Yousef,Rabhi,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H53.jpg
MI,54,,D,Mr.,Ronnie,Peterson,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H54.jpg
MI,55,,D,Ms.,Rebekah,Warren,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H55.jpg
MI,56,,R,Mr.,Jason,Sheppard,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H56.jpg
MI,57,,R,Ms,Bronna,Kahle,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H57.jpg
MI,58,,R,Mr.,Eric,Leutheuser,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H58.jpg
MI,59,,R,Mr.,Aaron,Miller,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H59.jpg
MI,60,,D,Mr.,Jon,Hoadley,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H60.jpg
MI,61,,R,Mr.,Brandt,Iden,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H61.jpg
MI,62,,D,Mr.,Jim,Haadsma,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H62.jpg
MI,63,,R,Mr.,Matt,Hall,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H63.jpg
MI,64,,R,Ms.,Julie,Alexander,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H64.jpg
MI,65,,R,Ms.,Sarah,Lightner,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H65.jpg
MI,66,,R,Ms.,Beth,Griffin,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H66.jpg
MI,67,,D,Ms.,Kara,Hope,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H67.jpg
MI,68,,D,Ms.,Sarah,Anthony,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H68.jpg
MI,69,,D,Ms.,Julie,Brixie,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H69.jpg
MI,70,,R,Mr.,James,Lower,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H70.jpg
MI,71,,D,Ms,Angela,Witwer,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H71.jpg
MI,72,,R,Mr.,Steven,Johnson,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H72.jpg
MI,73,,R,Ms.,Lynn,Afendoulis,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H73.jpg
MI,74,,R,Mr.,Mark,Huizenga,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H74.jpg
MI,75,,D,Mr.,David,LaGrand,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H75.jpg
MI,76,,D,Ms.,Rachel,Hood,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H76.jpg
MI,77,,R,Mr.,Tommy,Brann,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H77.jpg
MI,78,,R,Mr.,Brad,Paquette,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H78.jpg
MI,79,,R,Ms.,Pauline,Wendzel,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H79.jpg
MI,80,,R,Ms.,Mary,Whiteford,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H80.jpg
MI,81,,R,Mr.,Gary,Eisen,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H81.jpg
MI,82,,R,Mr.,Gary,Howell,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H82.jpg
MI,83,,R,Mr.,Shane,Hernandez,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H83.jpg
MI,84,,R,Mr.,Phil,Green,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H84.jpg
MI,85,,R,Mr.,Ben,Frederick,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H85.jpg
MI,86,,R,Mr.,Thomas,Albert,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H86.jpg
MI,87,,R,Ms.,Julie,Calley,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H87.jpg
MI,88,,R,Mr.,Luke,Meerman,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H88.jpg
MI,89,,R,Mr.,Jim,Lilly,,Michigan House of Representatives,P.O. Box 30014,Lansing,MI,48909-7514,Representative,http://www.legislature.mi.gov/images/Leg2019/H89.jpg
